,diseases,Symptom_labels
1692,aortic valve disease,"sharp chest pain, irregular heartbeat, fainting, peripheral edema, difficulty breathing"
1693,aortic valve disease,"sharp chest pain, irregular heartbeat, groin mass"
1694,aortic valve disease,"shortness of breath, sharp chest pain, palpitations, fainting, lymphedema"
1695,aortic valve disease,"shortness of breath, sharp chest pain, groin mass, fainting, difficulty breathing, lymphedema"
1696,aortic valve disease,"shortness of breath, fainting, peripheral edema, difficulty breathing"
1697,aortic valve disease,"sharp chest pain, palpitations, fainting, difficulty breathing, lymphedema"
1698,aortic valve disease,"shortness of breath, sharp chest pain, irregular heartbeat, fainting, peripheral edema, difficulty breathing"
1699,aortic valve disease,"sharp chest pain, palpitations, irregular heartbeat, fainting, peripheral edema, lymphedema"
1700,aphthous ulcer,"cough, headache, fever, tongue lesions"
1701,aphthous ulcer,"cough, headache, mouth ulcer, fever"
1702,aphthous ulcer,"sore throat, headache, mouth ulcer, mouth pain"
1703,aphthous ulcer,"sore throat, headache, toothache, mouth pain"
1704,aphthous ulcer,"cough, headache, toothache, fever"
1705,aphthous ulcer,"sore throat, cough, headache, mouth ulcer, tongue lesions"
1706,aphthous ulcer,"sore throat, fever, mouth pain"
1707,aphthous ulcer,"sore throat, cough, headache, fever"
1708,aphthous ulcer,"sore throat, cough, headache, tongue lesions, mouth pain"
1709,aphthous ulcer,"cough, headache, tongue lesions"
1710,aphthous ulcer,"sore throat, cough, headache, mouth ulcer, mouth pain"
1711,aphthous ulcer,"sore throat, cough, mouth ulcer, tongue lesions"
1712,aphthous ulcer,"sore throat, cough, headache, toothache, fever, mouth pain"
1713,aphthous ulcer,"cough, toothache, mouth ulcer, fever, tongue lesions"
1714,aphthous ulcer,"cough, headache, mouth ulcer, fever"
1715,aphthous ulcer,"sore throat, cough, headache, tongue lesions, mouth pain"
1716,aphthous ulcer,"sore throat, cough, headache, toothache, fever, mouth pain"
1717,aphthous ulcer,"headache, toothache, mouth ulcer"
1718,aphthous ulcer,"sore throat, cough, headache, fever, mouth pain"
1719,aphthous ulcer,"sore throat, cough, headache, mouth ulcer, mouth pain"
1720,aphthous ulcer,"sore throat, headache, mouth ulcer, fever, mouth pain"
1721,aphthous ulcer,"sore throat, cough, headache, fever, mouth pain"
1722,aphthous ulcer,"sore throat, cough, headache, fever, tongue lesions, mouth pain"
1723,aphthous ulcer,"mouth ulcer, fever, tongue lesions, mouth pain"
1724,aphthous ulcer,"sore throat, cough, headache, toothache, mouth ulcer, tongue lesions, mouth pain"
1725,aphthous ulcer,"headache, toothache, fever"
1726,aphthous ulcer,"sore throat, cough, toothache, mouth ulcer, mouth pain"
1727,aphthous ulcer,"sore throat, cough, headache, toothache, mouth ulcer, fever"
1728,aphthous ulcer,"cough, headache, mouth ulcer, tongue lesions"
1729,aphthous ulcer,"cough, headache, mouth ulcer, tongue lesions, mouth pain"
1730,aphthous ulcer,"cough, headache, mouth ulcer, fever, mouth pain"
1731,aphthous ulcer,"sore throat, cough, toothache, mouth ulcer, tongue lesions, mouth pain"
1732,aphthous ulcer,"sore throat, cough, headache, mouth ulcer, tongue lesions"
1733,aphthous ulcer,"sore throat, cough, headache"
1734,aphthous ulcer,"sore throat, cough, headache, toothache, fever, tongue lesions, mouth pain"
1735,aphthous ulcer,"sore throat, headache, mouth ulcer, mouth pain"
1736,aphthous ulcer,"sore throat, cough, headache, fever, tongue lesions, mouth pain"
1737,aphthous ulcer,"sore throat, cough, headache, fever, tongue lesions"
1738,aphthous ulcer,"sore throat, cough, headache, mouth ulcer, fever, tongue lesions, mouth pain"
1739,aphthous ulcer,"sore throat, cough, headache, toothache, mouth ulcer, fever, tongue lesions, mouth pain"
1740,aphthous ulcer,"sore throat, headache, mouth ulcer, tongue lesions"
1741,aphthous ulcer,"headache, mouth ulcer, mouth pain"
1742,aphthous ulcer,"cough, headache, tongue lesions, mouth pain"
1743,aphthous ulcer,"sore throat, cough, headache, toothache, mouth ulcer, fever, tongue lesions, mouth pain"
1744,aphthous ulcer,"sore throat, headache, fever"
1745,aphthous ulcer,"cough, headache, fever"
1746,aphthous ulcer,"cough, headache, fever"
1747,aphthous ulcer,"headache, toothache, mouth ulcer, tongue lesions"
1748,aphthous ulcer,"toothache, mouth ulcer, tongue lesions, mouth pain"
1749,aphthous ulcer,"sore throat, headache, mouth ulcer, fever"
1750,aplastic anemia,"lack of growth, weakness, fatigue"
1751,aplastic anemia,"nausea, slurring words, fever, fatigue"
1752,aplastic anemia,"lack of growth, weakness, fever"
1753,aplastic anemia,"lack of growth, nausea, slurring words, fever, fatigue"
1754,aplastic anemia,"lack of growth, nausea, fever"
1755,aplastic anemia,"lack of growth, fever, fatigue"
1756,aplastic anemia,"lack of growth, weakness, slurring words"
1757,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fatigue"
1758,aplastic anemia,"lack of growth, nausea, weakness, slurring words"
1759,aplastic anemia,"lack of growth, weakness, slurring words"
1760,aplastic anemia,"lack of growth, nausea, slurring words, fatigue"
1761,aplastic anemia,"lack of growth, weakness, slurring words, fever"
1762,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fatigue"
1763,aplastic anemia,"weakness, fever"
1764,aplastic anemia,"lack of growth, slurring words"
1765,aplastic anemia,"lack of growth, slurring words, fever, fatigue"
1766,aplastic anemia,"lack of growth, nausea, slurring words, fever"
1767,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fever"
1768,aplastic anemia,"lack of growth, nausea, slurring words, fever"
1769,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fatigue"
1770,aplastic anemia,"lack of growth, nausea, weakness, slurring words"
1771,aplastic anemia,"weakness, slurring words, fatigue"
1772,aplastic anemia,"lack of growth, nausea, slurring words"
1773,aplastic anemia,"lack of growth, nausea, weakness, slurring words"
1774,aplastic anemia,"lack of growth, nausea, weakness"
1775,aplastic anemia,"lack of growth, nausea, fatigue"
1776,aplastic anemia,"lack of growth, nausea, slurring words"
1777,aplastic anemia,"lack of growth, nausea, weakness, fever"
1778,aplastic anemia,"lack of growth, weakness, slurring words"
1779,aplastic anemia,"lack of growth, nausea, fever"
1780,aplastic anemia,"lack of growth, slurring words, fever"
1781,aplastic anemia,"lack of growth, nausea, weakness, fatigue"
1782,aplastic anemia,"lack of growth, fatigue"
1783,aplastic anemia,"lack of growth, nausea, weakness, slurring words"
1784,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fever, fatigue"
1785,aplastic anemia,"lack of growth, weakness, slurring words, fever"
1786,aplastic anemia,"lack of growth, nausea, slurring words, fatigue"
1787,aplastic anemia,"lack of growth, nausea, slurring words, fatigue"
1788,aplastic anemia,"lack of growth, weakness, slurring words, fever, fatigue"
1789,aplastic anemia,"lack of growth, fatigue"
1790,aplastic anemia,"lack of growth, weakness"
1791,aplastic anemia,"lack of growth, weakness"
1792,aplastic anemia,"nausea, fever, fatigue"
1793,aplastic anemia,"lack of growth, fatigue"
1794,aplastic anemia,"lack of growth, weakness, fatigue"
1795,aplastic anemia,"lack of growth, fatigue"
1796,aplastic anemia,"lack of growth, nausea, fever"
1797,aplastic anemia,"lack of growth, nausea, weakness, slurring words, fatigue"
1798,aplastic anemia,"lack of growth, weakness, slurring words, fatigue"
1799,aplastic anemia,"lack of growth, weakness, slurring words"
1800,appendicitis,"sharp abdominal pain, nausea, burning abdominal pain, decreased appetite, side pain, fever, upper abdominal pain"
1801,appendicitis,"nausea, lower abdominal pain, burning abdominal pain, decreased appetite, side pain, stomach bloating"
1802,appendicitis,"vomiting, nausea, lower abdominal pain, burning abdominal pain, decreased appetite, side pain, stomach bloating"
1803,appendicitis,"vomiting, nausea, diarrhea, lower abdominal pain, burning abdominal pain, upper abdominal pain"
1804,appendicitis,"vomiting, nausea, upper abdominal pain, stomach bloating"
1805,appendicitis,"sharp abdominal pain, vomiting, nausea, lower abdominal pain, burning abdominal pain, stomach bloating"
1806,appendicitis,"vomiting, diarrhea"
1807,appendicitis,"lower abdominal pain, burning abdominal pain, fever"
1808,appendicitis,"nausea, diarrhea, decreased appetite, side pain, fever"
1809,appendicitis,"sharp abdominal pain, nausea, diarrhea, burning abdominal pain, decreased appetite, stomach bloating"
1810,appendicitis,"diarrhea, burning abdominal pain, decreased appetite, upper abdominal pain, stomach bloating"
1811,appendicitis,"sharp abdominal pain, vomiting, nausea, diarrhea, lower abdominal pain, burning abdominal pain, decreased appetite, upper abdominal pain"
1812,appendicitis,"nausea, diarrhea, burning abdominal pain, upper abdominal pain, stomach bloating"
1813,appendicitis,"vomiting, upper abdominal pain, stomach bloating"
1814,appendicitis,"nausea, diarrhea, lower abdominal pain, burning abdominal pain, decreased appetite, fever, stomach bloating"
1815,appendicitis,"sharp abdominal pain, nausea, diarrhea, lower abdominal pain, decreased appetite, fever, upper abdominal pain, stomach bloating"
1816,appendicitis,"sharp abdominal pain, nausea, decreased appetite, fever, upper abdominal pain, stomach bloating"
1817,appendicitis,"sharp abdominal pain, lower abdominal pain, burning abdominal pain, side pain, stomach bloating"
1818,appendicitis,"vomiting, nausea, decreased appetite"
1819,appendicitis,"sharp abdominal pain, burning abdominal pain, decreased appetite, fever, upper abdominal pain, stomach bloating"
1820,appendicitis,"sharp abdominal pain, vomiting, nausea, diarrhea, lower abdominal pain, burning abdominal pain, fever"
1821,appendicitis,"sharp abdominal pain, vomiting, diarrhea, lower abdominal pain, burning abdominal pain, side pain, fever, upper abdominal pain"
1822,appendicitis,"vomiting, diarrhea, burning abdominal pain, decreased appetite, side pain, fever, upper abdominal pain, stomach bloating"
1823,appendicitis,"sharp abdominal pain, nausea, lower abdominal pain, decreased appetite, stomach bloating"
1824,appendicitis,"sharp abdominal pain, vomiting, diarrhea, decreased appetite, side pain, fever, upper abdominal pain"
1825,appendicitis,"vomiting, diarrhea, lower abdominal pain, burning abdominal pain, decreased appetite"
1826,appendicitis,"lower abdominal pain, decreased appetite, side pain, upper abdominal pain, stomach bloating"
1827,appendicitis,"sharp abdominal pain, vomiting, nausea, diarrhea, lower abdominal pain, burning abdominal pain, decreased appetite, side pain, stomach bloating"
1828,appendicitis,"sharp abdominal pain, vomiting, burning abdominal pain, decreased appetite, side pain, fever, upper abdominal pain"
1829,appendicitis,"vomiting, nausea, decreased appetite, upper abdominal pain"
1830,appendicitis,"vomiting, lower abdominal pain, decreased appetite, side pain, stomach bloating"
1831,appendicitis,"sharp abdominal pain, nausea, burning abdominal pain, side pain, fever, stomach bloating"
1832,appendicitis,"nausea, lower abdominal pain, decreased appetite, side pain, upper abdominal pain"
1833,appendicitis,"nausea, diarrhea, fever, stomach bloating"
1834,appendicitis,"lower abdominal pain, burning abdominal pain, upper abdominal pain"
1835,appendicitis,"sharp abdominal pain, diarrhea, lower abdominal pain, decreased appetite, fever, stomach bloating"
1836,appendicitis,"vomiting, diarrhea, decreased appetite, fever, upper abdominal pain"
1837,appendicitis,"vomiting, diarrhea, burning abdominal pain, side pain, upper abdominal pain, stomach bloating"
1838,appendicitis,"vomiting, nausea, diarrhea, lower abdominal pain, burning abdominal pain, side pain, fever"
